"","car_brand","car_model","car_name","production_year","body_type","drive_wheels","engine_displacement","number_of_cylinders","transmission_type","horse_power","fuel_type","seat_capacity","price_new"
"225","HYUNDAI","H1","HYUNDAI H1",2014,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,37296
"226","TOYOTA","Avalon LIMITED","TOYOTA Avalon LIMITED",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"hybrid",5,33152
"227","KIA","Cerato K3","KIA Cerato K3",2016,"Sedan","FWD",2,4,"tiptronic",150,"diesel",5,28340
"228","MAZDA","CX-7","MAZDA CX-7",2011,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33744
"229","JEEP","Grand Cherokee","JEEP Grand Cherokee",1993,"SUV","AWD",4,6,"automatic",300,"petrol",5,54912
"230","LEXUS","GX 470","LEXUS GX 470",2010,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,50600
"231","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,30016
"232","CHEVROLET","Cruze","CHEVROLET Cruze",2014,"Sedan","FWD",1.4,4,"automatic",105,"petrol",5,27972
"233","HYUNDAI","Tucson","HYUNDAI Tucson",2017,"SUV","FWD",1.6,4,"automatic",120,"petrol",5,34560
"234","OPEL","Astra G","OPEL Astra G",2003,"Hatchback","FWD",1.6,4,"manual",120,"petrol",5,26840
"235","TOYOTA","Ist","TOYOTA Ist",2002,"Hatchback","FWD",1.3,4,"automatic",98,"petrol",5,25584
"236","FORD","Escape","FORD Escape",2008,"SUV","FWD",0.4,4,"automatic",30,"hybrid",5,31824
"237","VOLKSWAGEN","Passat","VOLKSWAGEN Passat",2013,"Sedan","FWD",2,4,"automatic",150,"diesel",5,30912
"238","TOYOTA","Camry","TOYOTA Camry",2017,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,31968
"239","HYUNDAI","Tucson","HYUNDAI Tucson",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"240","HONDA","Civic","HONDA Civic",2012,"Sedan","FWD",1.5,4,"automatic",112,"hybrid",5,28928
"241","TOYOTA","Corolla","TOYOTA Corolla",2013,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30016
"242","VOLKSWAGEN","Passat","VOLKSWAGEN Passat",2002,"Sedan","FWD",2.8,6,"manual",210,"petrol",5,37884
"243","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2012,"Sedan","FWD",2,4,"automatic",150,"diesel",5,31188
"244","HONDA","FIT","HONDA FIT",2013,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,24192
"245","NISSAN","Rogue","NISSAN Rogue",2010,"SUV","AWD",2.5,4,"automatic",188,"petrol",5,40940
"246","MAZDA","MPV","MAZDA MPV",2000,"Minivan","FWD",2.5,4,"automatic",188,"petrol",5,42000
"247","MERCEDES-BENZ","GLA 250","MERCEDES-BENZ GLA 250",2017,"SUV","AWD",2,4,"automatic",150,"petrol",5,36288
"248","TOYOTA","Prius","TOYOTA Prius",2012,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25764
"249","BMW","530","BMW 530",2007,"Sedan","RWD",3,6,"tiptronic",225,"petrol",5,37288
"250","LEXUS","GS 350","LEXUS GS 350",2013,"Sedan","RWD",3.5,6,"tiptronic",262,"petrol",5,37632
"251","FORD","Fusion","FORD Fusion",2014,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30636
"252","HYUNDAI","Elantra","HYUNDAI Elantra",2017,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,28080
"253","HYUNDAI","Sonata","HYUNDAI Sonata",2012,"Sedan","FWD",2,4,"automatic",150,"lpg",5,31188
"254","TOYOTA","Aqua","TOYOTA Aqua",2013,"Sedan","RWD",1.5,4,"automatic",112,"hybrid",5,28672
"255","HYUNDAI","Sonata","HYUNDAI Sonata",2014,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30636
"256","VOLKSWAGEN","Sharan","VOLKSWAGEN Sharan",2011,"Minivan","FWD",1.4,4,"automatic",105,"petrol",5,33288
"257","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"258","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33152
"259","CHEVROLET","Volt","CHEVROLET Volt",2014,"SUV","FWD",1.4,4,"automatic",105,"hybrid",5,34632
"260","HONDA","FIT","HONDA FIT",2014,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23088
"261","FORD","Fusion","FORD Fusion",2016,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32264
"262","HYUNDAI","Tucson","HYUNDAI Tucson",2019,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,33920
"263","TOYOTA","Tacoma","TOYOTA Tacoma",2017,"SUV","RWD",2.7,4,"automatic",202,"petrol",5,39312
"264","HYUNDAI","H1","HYUNDAI H1",2018,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,30602
"265","MERCEDES-BENZ","E 300","MERCEDES-BENZ E 300",2017,"Sedan","RWD",2,4,"automatic",150,"petrol",5,29808
"266","NISSAN","Tiida","NISSAN Tiida",2006,"Sedan","FWD",1.8,4,"variator",135,"cng",5,31892
"267","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,29120
"268","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2008,"Sedan","RWD",3,6,"automatic",225,"diesel",5,36972
"269","FORD","Fusion","FORD Fusion",2014,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30636
"270","NISSAN","Juke","NISSAN Juke",2015,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35200
"271","MERCEDES-BENZ","C 300","MERCEDES-BENZ C 300",2015,"Sedan","RWD",2,4,"automatic",150,"petrol",5,30360
"272","SSANGYONG","Actyon","SSANGYONG Actyon",2017,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,34560
"273","FORD","Transit","FORD Transit",2008,"Minivan","FWD",2.2,4,"manual",165,"diesel",5,37908
"274","TOYOTA","Camry","TOYOTA Camry",2009,"Sedan","FWD",2.4,4,"tiptronic",180,"hybrid",5,33872
"275","LEXUS","GX 460","LEXUS GX 460",2011,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,50160
"276","HYUNDAI","Santa FE","HYUNDAI Santa FE",2012,"SUV","AWD",3.5,6,"automatic",262,"petrol",5,44748
"277","CHEVROLET","Cruze","CHEVROLET Cruze",2017,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28080
"278","TOYOTA","Tundra","TOYOTA Tundra",2016,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,47960
"279","HYUNDAI","Tucson","HYUNDAI Tucson",2019,"SUV","FWD",2,4,"automatic",150,"diesel",5,35616
"280","NISSAN","Elgrand","NISSAN Elgrand",1998,"Minivan","AWD",2.4,4,"automatic",180,"diesel",5,38100
"281","MERCEDES-BENZ","C 350","MERCEDES-BENZ C 350",2013,"Sedan","RWD",3.5,6,"automatic",262,"petrol",5,37632
"282","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"283","MERCEDES-BENZ","CLS 500","MERCEDES-BENZ CLS 500",2006,"Sedan","RWD",5,8,"automatic",375,"petrol",5,47124
"284","HYUNDAI","Tucson","HYUNDAI Tucson",2017,"SUV","FWD",2,4,"automatic",150,"diesel",5,36288
"285","HYUNDAI","Genesis","HYUNDAI Genesis",2011,"Coupe","FWD",2,4,"automatic",150,"petrol",4,33744
"286","FORD","Fusion","FORD Fusion",2015,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30360
"287","HYUNDAI","H1","HYUNDAI H1",2008,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,39312
"288","MERCEDES-BENZ","C 250","MERCEDES-BENZ C 250",2014,"Sedan","RWD",2,4,"tiptronic",150,"petrol",5,28860
"289","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"290","MERCEDES-BENZ","S 350","MERCEDES-BENZ S 350",2005,"Sedan","RWD",3.5,4,"automatic",262,"petrol",5,40320
"291","HYUNDAI","Elantra","HYUNDAI Elantra",2012,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29380
"292","HYUNDAI","Sonata","HYUNDAI Sonata",2017,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,29808
"293","NISSAN","Tiida","NISSAN Tiida",2006,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,25704
"294","TOYOTA","RAV 4 Le","TOYOTA RAV 4 Le",2013,"SUV","FWD",2.5,4,"tiptronic",188,"petrol",5,39872
"295","OPEL","Zafira","OPEL Zafira",2000,"Sedan","FWD",1.8,4,"manual",135,"petrol",5,33500
"296","CHEVROLET","Captiva","CHEVROLET Captiva",2007,"SUV","FWD",2,4,"automatic",150,"diesel",5,39648
"297","OPEL","Vectra b","OPEL Vectra b",2000,"Hatchback","FWD",1.6,4,"manual",120,"diesel",5,27500
"298","HYUNDAI","H1","HYUNDAI H1",2016,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,31174
"299","MERCEDES-BENZ","C 200","MERCEDES-BENZ C 200",2001,"Sedan","RWD",2,4,"manual",150,"cng",5,34224
"300","TOYOTA","CHR","TOYOTA CHR",2018,"SUV","FWD",2,4,"automatic",150,"petrol",5,35952
"301","OPEL","Astra","OPEL Astra",1992,"Sedan","FWD",1.1,4,"manual",82,"petrol",5,31920
"302","MAZDA","323","MAZDA 323",1998,"Hatchback","FWD",1.5,4,"manual",112,"petrol",5,27432
"303","CHEVROLET","Cruze","CHEVROLET Cruze",2017,"Hatchback","FWD",1.4,4,"automatic",105,"petrol",5,22896
"304","FORD","Fusion","FORD Fusion",2015,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30360
"305","LEXUS","RX 450","LEXUS RX 450",2010,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,45540
"306","MERCEDES-BENZ","E 350 ამგ","MERCEDES-BENZ E 350 ამგ",2013,"Sedan","AWD",3.5,4,"tiptronic",262,"petrol",5,37632
"307","FORD","Escape","FORD Escape",2017,"SUV","FWD",2,4,"automatic",150,"petrol",5,36288
"308","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32560
"309","HYUNDAI","Elantra","HYUNDAI Elantra",2018,"Sedan","FWD",1.6,4,"automatic",120,"lpg",5,27820
"310","HONDA","Civic","HONDA Civic",2006,"Hatchback","FWD",1.8,4,"manual",135,"petrol",5,27132
"311","MERCEDES-BENZ","CLK 320","MERCEDES-BENZ CLK 320",2000,"Coupe","RWD",3.2,6,"tiptronic",240,"petrol",4,43000
"312","HONDA","Cr-v","HONDA Cr-v",2015,"SUV","FWD",2.4,4,"automatic",180,"petrol",5,38720
"313","SUBARU","Forester","SUBARU Forester",2012,"SUV","AWD",2.5,4,"automatic",188,"petrol",5,40228
"314","TOYOTA","Avalon","TOYOTA Avalon",2015,"Sedan","FWD",2.5,4,"tiptronic",188,"hybrid",5,32560
"315","MERCEDES-BENZ","ML 250","MERCEDES-BENZ ML 250",2015,"SUV","AWD",2.1,4,"automatic",158,"diesel",5,37400
"316","BMW","330","BMW 330",2007,"Sedan","AWD",3,6,"tiptronic",225,"petrol",5,37288
"317","AUDI","A7 Prestige","AUDI A7 Prestige",2016,"Sedan","AWD",2,6,"automatic",150,"petrol",5,28340
"318","MITSUBISHI","Colt Lancer","MITSUBISHI Colt Lancer",2014,"Hatchback","FWD",2,4,"automatic",150,"petrol",5,26196
"319","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"Coupe","FWD",1.8,6,"manual",135,"petrol",4,32256
"320","TOYOTA","Prius","TOYOTA Prius",2007,"Hatchback","FWD",1.5,4,"variator",112,"hybrid",5,25488
"321","HYUNDAI","Sonata","HYUNDAI Sonata",2018,"Sedan","FWD",2.4,4,"automatic",180,"petrol",5,31244
"322","TOYOTA","Prius","TOYOTA Prius",2017,"Sedan","FWD",1.8,4,"automatic",135,"hybrid",5,28944
"323","NISSAN","Pathfinder","NISSAN Pathfinder",2010,"Sedan","AWD",4,12,"automatic",300,"petrol",5,40940
"324","HONDA","FIT","HONDA FIT",2013,"Sedan","FWD",1.3,4,"automatic",98,"hybrid",5,27776
"325","BMW","318","BMW 318",1997,"Sedan","RWD",1.8,4,"manual",135,"lpg",5,34304
"326","TOYOTA","Camry","TOYOTA Camry",2006,"Sedan","FWD",2.4,4,"variator",180,"hybrid",5,34748
"327","MITSUBISHI","Outlander","MITSUBISHI Outlander",2016,"SUV","FWD",2.4,4,"variator",180,"petrol",5,38368
"328","TOYOTA","Camry SE","TOYOTA Camry SE",2014,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,32856
"329","SUBARU","Forester","SUBARU Forester",2016,"SUV","AWD",2.5,4,"variator",188,"petrol",5,38804
"330","HYUNDAI","I30","HYUNDAI I30",2009,"Hatchback","FWD",1.6,4,"automatic",120,"petrol",5,25520
"331","MERCEDES-BENZ","E 200","MERCEDES-BENZ E 200",1998,"Sedan","RWD",2,4,"manual",150,"cng",5,35052
"332","FORD","Escape","FORD Escape",2008,"SUV","FWD",0.4,4,"automatic",30,"hybrid",5,31824
"333","MERCEDES-BENZ","GLE 350","MERCEDES-BENZ GLE 350",2016,"SUV","AWD",3,6,"automatic",225,"petrol",5,40984
"334","HYUNDAI","Tucson","HYUNDAI Tucson",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"335","HONDA","FIT","HONDA FIT",2013,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,24192
"336","CHEVROLET","Malibu","CHEVROLET Malibu",2014,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32856
"337","ACURA","TL","ACURA TL",2010,"Sedan","FWD",3.5,6,"automatic",262,"petrol",5,38640
"338","TOYOTA","Prius","TOYOTA Prius",2012,"Sedan","FWD",1.8,4,"automatic",135,"hybrid",5,30284
"339","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","AWD",3.5,6,"automatic",262,"petrol",5,38640
"340","HYUNDAI","Sonata","HYUNDAI Sonata",2014,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28860
"341","HYUNDAI","Elantra","HYUNDAI Elantra",2007,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,30680
"342","CHEVROLET","Cruze","CHEVROLET Cruze",2011,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30552
"343","HYUNDAI","Tucson","HYUNDAI Tucson",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"344","BMW","X5","BMW X5",2003,"SUV","AWD",3,6,"tiptronic",225,"lpg",5,45872
"345","HYUNDAI","Elantra","HYUNDAI Elantra",2014,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,28860
"346","MERCEDES-BENZ","C 300","MERCEDES-BENZ C 300",2010,"Sedan","AWD",3,6,"automatic",225,"petrol",5,36340
"347","LEXUS","RX 350","LEXUS RX 350",2016,"SUV","AWD",3.5,6,"automatic",262,"petrol",5,43164
"348","LEXUS","GX 460","LEXUS GX 460",2010,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,50600
"349","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","AWD",5.5,8,"automatic",412,"diesel",5,47424
"350","TOYOTA","CHR","TOYOTA CHR",2019,"SUV","FWD",2,4,"automatic",150,"petrol",5,35616
"351","DAEWOO","Lacetti","DAEWOO Lacetti",2009,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,30160
"352","BMW","X5","BMW X5",2012,"SUV","AWD",3,6,"automatic",225,"diesel",5,42488
"353","HYUNDAI","Sonata","HYUNDAI Sonata",2012,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,31188
"354","HONDA","Insight","HONDA Insight",2010,"Sedan","FWD",1.3,4,"variator",98,"hybrid",5,28520
"355","HONDA","FIT","HONDA FIT",2002,"Hatchback","FWD",1.3,4,"variator",98,"petrol",5,25584
"356","HYUNDAI","H1","HYUNDAI H1",2011,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,32604
"357","HONDA","Stream","HONDA Stream",2001,"Wagon","FWD",2,4,"automatic",150,"petrol",5,32984
"358","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"359","CHEVROLET","Malibu","CHEVROLET Malibu",2015,"Sedan","FWD",2,4,"automatic",150,"diesel",5,30360
"360","TOYOTA","Camry","TOYOTA Camry",2009,"Sedan","FWD",2.4,4,"automatic",180,"petrol",5,33872
"361","NISSAN","Altima","NISSAN Altima",2014,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32856
"362","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2.4,4,"tiptronic",180,"petrol",5,31828
"363","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"364","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"365","TOYOTA","Prius","TOYOTA Prius",2013,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25536
"366","HYUNDAI","Sonata","HYUNDAI Sonata",2014,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30636
"367","HYUNDAI","Elantra","HYUNDAI Elantra",2015,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,29480
"368","LEXUS","CT 200h","LEXUS CT 200h",2014,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25308
"369","LEXUS","RX 350","LEXUS RX 350",2010,"SUV","AWD",3.5,6,"automatic",262,"petrol",5,45540
"370","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"371","HYUNDAI","Tucson","HYUNDAI Tucson",2018,"SUV","FWD",1.7,4,"automatic",128,"diesel",5,34668
"372","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","RWD",2.5,6,"tiptronic",188,"petrol",5,33152
"373","HYUNDAI","H1","HYUNDAI H1",2011,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,38304
"374","LEXUS","RX 450","LEXUS RX 450",2012,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,44748
"375","FORD","Transit","FORD Transit",2001,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,41168
"376","HONDA","FIT","HONDA FIT",2014,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,23976
"377","HYUNDAI","Tucson","HYUNDAI Tucson",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"378","SSANGYONG","REXTON","SSANGYONG REXTON",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"379","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,38304
"380","MERCEDES-BENZ","Vito","MERCEDES-BENZ Vito",2007,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,35400
"381","MITSUBISHI","I","MITSUBISHI I",2011,"Hatchback","FWD",0.7,3,"automatic",52,"petrol",5,20976
"382","SSANGYONG","Actyon","SSANGYONG Actyon",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"383","HYUNDAI","Tucson","HYUNDAI Tucson",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"384","HYUNDAI","H1","HYUNDAI H1",2011,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,38304
"385","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32856
"386","DAEWOO","Lacetti","DAEWOO Lacetti",2009,"Sedan","FWD",2,4,"automatic",150,"petrol",5,32016
"387","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,32560
"388","HONDA","FIT","HONDA FIT",2014,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,23976
"389","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"390","VOLKSWAGEN","GTI","VOLKSWAGEN GTI",2006,"Hatchback","FWD",1.6,4,"manual",120,"petrol",5,26180
"391","MITSUBISHI","Colt","MITSUBISHI Colt",2003,"Hatchback","FWD",1.3,4,"variator",98,"petrol",5,25376
"392","OPEL","Zafira","OPEL Zafira",2000,"Minivan","FWD",1.8,4,"manual",135,"petrol",5,38500
"393","FORD","Transit","FORD Transit",2003,"Minivan","FWD",2.4,6,"manual",180,"diesel",5,36600
"394","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2015,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28600
"395","MITSUBISHI","Pajero Mini","MITSUBISHI Pajero Mini",2006,"SUV","AWD",0.7,3,"manual",52,"petrol",5,33796
"396","FORD","C-MAX","FORD C-MAX",2013,"Hatchback","FWD",2,4,"tiptronic",150,"hybrid",5,26432
"397","HONDA","FIT","HONDA FIT",2010,"Hatchback","FWD",1.3,4,"tiptronic",98,"hybrid",5,23920
"398","BMW","750","BMW 750",2005,"Sedan","RWD",4.8,8,"tiptronic",360,"petrol",5,46560
"399","TOYOTA","RAV 4 s p o r t","TOYOTA RAV 4 s p o r t",2017,"SUV","AWD",2.5,4,"tiptronic",188,"petrol",5,38448
"400","LEXUS","RX 400","LEXUS RX 400",2008,"SUV","FWD",3.5,6,"automatic",262,"hybrid",5,46332
"401","MERCEDES-BENZ","E 250","MERCEDES-BENZ E 250",1995,"Sedan","FWD",2.5,2,"manual",188,"diesel",5,38480
"402","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2011,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33744
"403","HONDA","FIT","HONDA FIT",2011,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23712
"404","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30912
"405","TOYOTA","Prius C","TOYOTA Prius C",2013,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24192
"406","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,33448
"407","AUDI","Q5","AUDI Q5",2010,"SUV","AWD",3.2,6,"tiptronic",240,"petrol",5,44160
"408","LEXUS","RX 450","LEXUS RX 450",2016,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,43164
"409","TOYOTA","Prius","TOYOTA Prius",2011,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25992
"410","CHEVROLET","Cruze","CHEVROLET Cruze",2014,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28860
"411","HYUNDAI","Sonata","HYUNDAI Sonata",2011,"Sedan","FWD",2.4,4,"automatic",180,"hybrid",5,33288
"412","TOYOTA","Prius","TOYOTA Prius",2014,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25308
"413","FORD","Transit","FORD Transit",2007,"Minivan","FWD",2.4,4,"manual",180,"diesel",5,35400
"414","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32856
"415","HYUNDAI","Elantra","HYUNDAI Elantra",2017,"SUV","FWD",2,4,"automatic",150,"petrol",5,36288
"416","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2012,"Sedan","RWD",3.5,6,"automatic",262,"petrol",5,37968
"417","CHEVROLET","Cruze","CHEVROLET Cruze",2018,"Sedan","FWD",2,4,"automatic",150,"petrol",5,27820
"418","CHEVROLET","Captiva","CHEVROLET Captiva",2008,"SUV","FWD",2,4,"automatic",150,"diesel",5,39312
"419","LEXUS","CT 200h","LEXUS CT 200h",2011,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25992
"420","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"421","LEXUS","GX 460","LEXUS GX 460",2016,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,47960
"422","HYUNDAI","Elantra","HYUNDAI Elantra",2012,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29380
"423","SUBARU","Outback","SUBARU Outback",2003,"Sedan","AWD",2.5,6,"tiptronic",188,"petrol",5,36112
"424","TOYOTA","Camry","TOYOTA Camry",2007,"Sedan","FWD",2.4,4,"variator",180,"hybrid",5,34456
"425","MERCEDES-BENZ","GLC 300","MERCEDES-BENZ GLC 300",2018,"Sedan","RWD",2,6,"tiptronic",150,"petrol",5,27820
"426","MERCEDES-BENZ","E 200","MERCEDES-BENZ E 200",1998,"Sedan","RWD",2,4,"manual",150,"cng",5,35052
"427","LEXUS","CT 200h","LEXUS CT 200h",2012,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25764
"428","CHEVROLET","Lacetti","CHEVROLET Lacetti",2010,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30820
"429","LINCOLN","Navigator","LINCOLN Navigator",2004,"SUV","AWD",5.4,8,"automatic",405,"lpg",5,57112
"430","BMW","325","BMW 325",1988,"Sedan","RWD",2.4,6,"manual",180,"diesel",5,40004
"431","MERCEDES-BENZ","C 180","MERCEDES-BENZ C 180",1997,"Sedan","FWD",1.8,4,"manual",135,"cng",5,34304
"432","TOYOTA","Aqua","TOYOTA Aqua",2015,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,23760
"433","LEXUS","GX 470","LEXUS GX 470",2011,"Sedan","AWD",4.6,8,"automatic",345,"petrol",5,43320
"434","MERCEDES-BENZ","GLA 250","MERCEDES-BENZ GLA 250",2016,"SUV","FWD",2,4,"automatic",150,"petrol",5,36624
"435","TOYOTA","Corolla","TOYOTA Corolla",2014,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,29748
"436","FORD","Fusion Titanium","FORD Fusion Titanium",2016,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28340
"437","HYUNDAI","Elantra","HYUNDAI Elantra",2017,"Sedan","FWD",1.6,4,"automatic",120,"lpg",5,28080
"438","HYUNDAI","H1","HYUNDAI H1",2019,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,35616
"439","HYUNDAI","Genesis","HYUNDAI Genesis",2011,"Coupe","FWD",2,4,"automatic",150,"petrol",4,33744
"440","SUZUKI","Jimny","SUZUKI Jimny",2000,"SUV","AWD",1.3,4,"manual",98,"petrol",5,38500
"441","HYUNDAI","Tucson","HYUNDAI Tucson",2012,"SUV","FWD",2,4,"automatic",150,"diesel",5,37968
"442","CHEVROLET","Cruze","CHEVROLET Cruze",2018,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,27820
"443","CHEVROLET","Aveo","CHEVROLET Aveo",2012,"Hatchback","FWD",1.6,4,"automatic",120,"petrol",5,24860
"444","BMW","X6","BMW X6",2011,"SUV","AWD",4.4,8,"automatic",330,"petrol",5,49248
"445","TOYOTA","Prius","TOYOTA Prius",2011,"Sedan","FWD",1.8,4,"tiptronic",135,"hybrid",5,30552
"446","HYUNDAI","Tucson","HYUNDAI Tucson",2019,"SUV","FWD",2,4,"automatic",150,"diesel",5,35616
"447","TOYOTA","Prius","TOYOTA Prius",2010,"Sedan","FWD",1.8,6,"automatic",135,"hybrid",5,30820
"448","TOYOTA","Aqua S","TOYOTA Aqua S",2013,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24192
"449","VAZ","1111","VAZ 1111",1988,"Sedan","RWD",1.3,4,"manual",98,"petrol",5,33976
